Tweet,Sentiment,Clean_tweet
"Twitter please help, why do I recognise the girl from #rudimental? #needme #Glastonbury",1,twitter pleas help recognis girl #rudiment #needm #glastonburi
Public Enemy aren''t the same without Flava Flav #glastonbury #sawtherealthing,0,public enemi aren''t without flava flav #glastonburi #sawtherealth
yoooo glasto looks sick! #nextyear #onthat,0,yoooo glasto look sick #nextyear #onthat
I hope Delilah wasn''t on the Guinness & curry last night #whiteoutfit #wetfart #patmychants #chaseandstatus #glastonbury,1,hope delilah wasn''t guin curri last night #whiteoutfit #wetfart #patmych #chaseandstatu #glastonburi
https://t.co/c58vPODVpj Its been a while :-/ #MaverickSabre #INeed #glastonbury #2013,0,http co vpodvpj it #mavericksabr #ine #glastonburi
#DevendraBanhart live da Glastonbury. ll live del cantautore che sarÃ  al #LuccaSummer il 25 Lug. oggi alle 1830 su http://t.co/x87XlgYb4e,1,#devendrabanhart live da glastonburi live del cantautor che sar al #luccasumm il lug oggi all su http co xlgyb
Tuned in to #glasto. The music kinda sucks apart from a upcoming popular beat combo called ''The Rolling Stones'' #planetwtf,1,tune #glasto the music kinda suck apart upcom popular beat combo call ''the roll stones'' #planetwtf
So much sick tv on right now #TheTalentedMeRipley #300 #Tombstone #Limitless #glastonbury what do I watch people?,0,So much sick tv right #thetalentedmeripley #tombston #limitless #glastonburi watch peopl
RT @Jan_Kooijman: #tennistweet Dimitrov er ook uit. Ik ben nu voor Pete Sampras.. #wimbledon,1,RT #tennistweet dimitrov er ook uit Ik ben nu voor pete sampra #wimbledon
So much ''Woo woo'' going on. It''s like there are thousands of Ric Flairs in attendance. #bbcglasto #TheRollingStones #WrestlingJoke,1,So much ''woo woo'' go it'' like thousand ric flair attend #bbcglasto #therollingston #wrestlingjok
#old san juan #puertorico #oldsanjuan @sheratonosj @ paseo de la princesa http://t.co/YkgnygO1AI,0,#old san juan #puertorico #oldsanjuan paseo de la princesa http co ykgnygo AI
Absolutely gutted for cav. However Ben Howard sounds amazing at Glasto #TourFrance2013 #glastonbury,0,absolut gut cav howev ben howard sound amaz glasto #tourfranc #glastonburi
ãPanic Codeã Gabrielle Aplin #kumamoto_onair #nowplaying http://t.co/A90ZLVNErq,0,panic code gabriel aplin #kumamoto onair #nowplay http co zlvnerq
@benhowardmusic @bbcglasto fan-fricken-tastic!!! #livegenius #blueeyes #glastonbury,0,fan fricken tastic #livegeniu #blueey #glastonburi
Just found at my big sis is at Glastonbury #lucky,0,just found big si glastonburi #lucki
They are actually playing my least liked Stones song as a complete set. #terrible #glastonbury #moanmoanmoan,1,they actual play least like stone song complet set #terribl #glastonburi #moanmoanmoan
@CharRose_ good laaaaad was worried then!!  #chaseandstatus #loyalfan,0,good laaaaad worri #chaseandstatu #loyalfan
Besoin de bonnes idÃ©es pour amÃ©liorer votre quotidien ? http://t.co/ea4v4U39Kz #Amazing #genius #incroyable #Meilleur #picdump #win,0,besoin de bonn id e pour liorer votr quotidien http co ea U Kz #amaz #geniu #incroy #meilleur #picdump #win
Whilst watching buddhist throat singers at #glastonbury l swatted a fly on the tv screen. That''ll be me fucked! #karmickickback,1,whilst watch buddhist throat singer #glastonburi swat fli tv screen that''ll fuck #karmickickback
"RT @JoJoWright: Hey @HeffronDrive, gone over #24Seven several times, my personal favs: #Amazing #GetUp #LostInLove #Untouchable",0,RT hey gone seven sever time person fav #amaz #getup #lostinlov #untouch
A la BBC no parlen del #concertllibertat. Passa que avui tocaven els Rolling Stones a Glastonbury...#freedomforCatalonia2014,0,la bbc parlen del #concertllibertat passa que avui tocaven el roll stone glastonburi #freedomforcatalonia
#RockTheBeach #30STM #tshirt #rockmusic #music #festival #having #fun #summer #MARSiscomingâ¦ http://t.co/nRiZkRHMOM,0,#rockthebeach stm #tshirt #rockmus #music #festiv #have #fun #summer #marsiscom http co nrizkrhmom
@aoifemcurran #5days technically and #cmx is #buzzing to quote #old student of ours #Ulsterfinal ehh ok 4 me to say that #notyou :) #july4,1,day technic #cmx #buzz quot #old student #ulsterfin ehh ok say #notyou #juli
"Not a cloud in the sky at Glasto... Soo hot! Thrilled I wore wellies, jeans and a sweater! #Booo #Glastonbury",0,not cloud sky glasto soo hot thrill wore welli jean sweater #booo #glastonburi
@ohdaughter just watching back the acoustic set from last nights #glastonbury  absolutely enchanting #youth,0,watch back acoust set last night #glastonburi absolut enchant #youth
,0,
@royalsmudge how can you be tweeting & performing @ the same time? #route1 #glastonbury,0,tweet perform time #rout #glastonburi
"Screw you #glastonbury i left my wellies on after walking the dog and put music on in my garden, #notquitethesame...",0,screw #glastonburi left welli walk dog put music garden #notquitethesam
The Stones headlining Glastonbury in 2013 #historyhasbeenmade #gaytweet,0,the stone headlin glastonburi #historyhasbeenmad #gaytweet
"Lions, British GP, Glastonbury, Wimbledon, the Tour, sunshine, heat... #epicweekend",0,lion british GP glastonburi wimbledon tour sunshin heat #epicweekend
RT @futa_gists: #DualShock II #Anticipate Dopeness #FUTA #Today with Performances From @iamReminisce @JAY_TUKI @Bigmaxxrule  @Iam_Olazz @Suâ¦,0,RT #dualshock II #anticip dope #futa #today perform from
"My #spoonie day @OpenUniversity AM tutorial, 2 hours travelling, PM *zonked out in bed. Eve @Wimbledon and #Glastonbury *Bliss #bbcglasto",0,My #spooni day AM tutori hour travel PM zonk bed eve #glastonburi bliss #bbcglasto
$15.7k #meow #cat #piano #music #rocknroll #swag #pugmob #illuminati #mpc #akai #protools #instavineâ¦ http://t.co/lfsNLahlhc,0,k #meow #cat #piano #music #rocknrol #swag #pugmob #illuminati #mpc #akai #protool #instavin http co lfsnlahlhc
#nowplaying Ex-Voto - I Cry http://t.co/ypib4QlfbO #goth #deathrock #postpunk,0,#nowplay Ex voto I cri http co ypib qlfbo #goth #deathrock #postpunk
Hanson ... You really should get on down to Glastonbury and wake it up with some #Fire and #Spark #Anthem @hansonmusic magic,1,hanson you realli get glastonburi wake #fire #spark #anthem magic
I have been to see #thestones several times but I am glad that my memories are of the last time and not as they are now #earsplittinglybad,0,see #theston sever time glad memori last time not #earsplittinglybad
Awwww #friends #beerpong #alcohol #idk #goodtimes #twerk ? http://t.co/N6UM5M7wOt,0,awwww #friend #beerpong #alcohol #idk #goodtim #twerk http co UM wot
Littlw spicy... chile #picoso #nomames #tacos #epic #foodgasm #foodporn #afterwork :) @ Mo-chica http://t.co/NlfIMOlx41,0,littlw spici chile #picoso #nomam #taco #epic #foodgasm #foodporn #afterwork Mo chica http co nlfimolx
#woo #woooooo #rollingstones #Glastonbury2013Live,1,#woo #woooooo #rollingston #glastonburi live
#unionjfollowmespree #nbrez #eoghanmcdermo #glastonbury #robson #glasto #laurarobson5 #wiley http://t.co/ZcflF7twX1,0,#unionjfollowmespre #nbrez #eoghanmcdermo #glastonburi #robson #glasto #laurarobson #wiley http co zcflf twx
Trendingnews: #privÃ©gegevens #steekt #neonazis #schandaal #haag #tour #afghanistan #haarlem #stones #assen #nieuws http://t.co/xNrxx7ckBd,0,trendingnew #priv gegeven #steekt #neonazi #schandaal #haag #tour #afghanistan #haarlem #stone #assen #nieuw http co xnrxx ckbd
RT @countryboynyc: @NYCPride #NYCPride @TheRealMissGuy if you love #rocknroll you NEED Miss Guy n Deborah Harry http://t.co/zIXcVonABI #Godâ¦,0,RT #nycprid love #rocknrol need miss guy deborah harri http co zixcvonabi #god
Haven''t been listening to @RoBlvd @iamYonasMichael @Thurzday in a while. #Damn it felt good to listen to their music. #Music #Addict.,0,haven''t listen #damn felt good listen music #music #addict
Glastonbury looks so good this year #guttedimnotthere,0,glastonburi look good year #guttedimnotther
#gab: Rolling Stones erstmals in Glastonbury http://t.co/t7GbqXiqg8 #okru,0,#gab roll stone erstmal glastonburi http co gbqxiqg #okru
"#AlexTurner you''re not from Memphis, you''re from High Green. The very hipsters he was once mocking. #faketalesofsanfrancisco",0,#alexturn you''r not memphi you''r high green the hipster mock #faketalesofsanfrancisco
@banda1517 fariamike #show #getBetim #Festival http://t.co/D3OtykTG4K,0,fariamik #show #getbetim #festiv http co otyktg
All the very best for your #birthday @KathJenkins http://t.co/hV50R7leu9 #classical #Soprano #Glastonbury #orchestra #symphony,0,all best #birthday http co hV leu #classic #soprano #glastonburi #orchestra #symphoni
Watching recording of last nights #arcticmonkeys with @newgirlcollins who''s awake! Got to admit it-they fookin smashed it. #jd,0,watch record last night #arcticmonkey who'' awak got admit fookin smash #jd
Raving it up to chase & status in my living room! #glastonbury #nexthyoe #tempz,1,rave chase statu live room #glastonburi #nexthyo #tempz
@meaney_paul  Charlie''s got a big flag at Glastonbury tonight #example #sleepinggiants,1,charlie'' got big flag glastonburi tonight #exampl #sleepinggi
"Seruuuu, indah lampion terbang #Purwakarta182thn #amazing (â¥Í¡.Ì®â¥Í¡)  RT @kotapurwakarta: Gmana serukan malam minggunya..",0,seruuuu indah lampion terbang #purwakarta thn #amaz RT gmana serukan malam minggunya
#ArcticMonkeys day 1 @  #NEWGlasto Glasto Rocks Greetings to all @ #glasto 2013 FREE SHOUT OUTS RT FOR A FREE MENTION !!!! #HAPPYGLASTO,0,#arcticmonkey day #newglasto glasto rock greet #glasto free shout out RT for free mention #happyglasto
Tell ya what. Don''t get much better than Tim Burgess spinning #foolsgold #beatshotel #glastonbury2013,0,tell ya don''t get much better tim burgess spin #foolsgold #beatshotel #glastonburi
@skstanding you should martha a ten at #glasto #hippyheaven,0,martha ten #glasto #hippyheaven
RT @gibgod: I''m putting Alex Turner on just one pill tonight. #bitmashed #bbcglasto http://t.co/NQQ32nFwVR,0,RT i''m put alex turner one pill tonight #bitmash #bbcglasto http co nqq nfwvr
That was one of the strangest things  that has ever happened to me! #Glasto #SpringGround,0,that one strangest thing ever happen #glasto #springground
Gozada esa 9 Batallaaa.. #festival #sahagun,0,gozada esa batallaaa #festiv #sahagun
I might pay to see Keith. I''d pay to see Charlie. The rest of ''em can fuck off ~ #Glastonbury #DadDancingAllRound #ItsOnlyMoneyButTheyLikeIt,1,might pay see keith i''d pay see charli the rest ''em fuck #glastonburi #daddancingallround #itsonlymoneybuttheylikeit
Rolling Stones on #bbcglasto more like advert for http://t.co/VrK9P7hr4Q #knockingon,1,roll stone #bbcglasto like advert http co vrk hr #knockingon
RT @flourmillsbath: It''s a beautiful sunny morning in #glastonbury13 ! Looking forward to 12pm #PrataVetra - whoop whoop #Latvian band!,0,RT it'' beauti sunni morn #glastonburi look forward pm #pratavetra whoop whoop #latvian band
..........RRRRRRRRROLLING STONES!!! #GLASTO #EXCITED #JUSTATAD,0,rrrrrrrrroll stone #glasto #excit #justatad
#glasto #coach crew whoop whoop http://t.co/j2YOSXAtl8,0,#glasto #coach crew whoop whoop http co yosxatl
Watching a cost gaurd rescue. #Amazing #Dolphin #Fondy #Lalliae,0,watch cost gaurd rescu #amaz #dolphin #fondi #lallia
#old #friend #beaty #love #missingthis  migsbia â¤ http://t.co/ECHt6PCCSA,0,#old #friend #beati #love #missingthi migsbia http co echt pccsa
Drs. Dave & Dee: Home Decorating: Pillows for the Couch http://t.co/OmmQrPw0MT #home #decor #decorating #pillow #pillows #interiordesign,0,dr dave dee home decor pillow couch http co ommqrpw MT #home #decor #decor #pillow #pillow #interiordesign
#morocco #casablanca #panorama #group #uos #uae #hotel #casablanca #buss #theatre #festivalâ¦ http://t.co/1MW7KmA4kG,0,#morocco #casablanca #panorama #group #uo #uae #hotel #casablanca #buss #theatr #festiv http co MW kma kG
How spoiled is @averi_quatro?! @mboudreau55  taking her on a date to Olive Garden! #jealous #havefun #breadsticks #nom,1,how spoil take date oliv garden #jealou #havefun #breadstick #nom
"Shuffle Club tonight 9:30pm! Get down to our rooftop at @Fed_Square, watch the game in style. #AUSvLIO #lionstour #wallabies #MelbourneJazz",1,shuffl club tonight pm get rooftop watch game style #ausvlio #lionstour #wallabi #melbournejazz
Wish i had gone to glastonbury! #jealous #someamazingbands,0,wish gone glastonburi #jealou #someamazingband
I wonder if @JohnGregory77 is in his Wellies watching this? #Glasto #utv,1,wonder welli watch #glasto #utv
Is it just me that thinks Glastonbury is absolutely terrible?? #justme,0,Is think glastonburi absolut terribl #justm
I wanna see Ben Howard live.. Just caught his set at #glastonbury on #bbc2 forgot how much I love him #thewolves #keepyourheadup,0,wanna see ben howard live just caught set #glastonburi #bbc forgot much love #thewolv #keepyourheadup
"â@bbcburnsy: Now The Strypes on the red button, the rightful heirs to Dr Feelgood? #glastoâ the jam circa 1977 #hungry #youthful #free",0,now the strype red button right heir Dr feelgood #glasto jam circa #hungri #youth #free
Nice leather pants on Ronnie! #RollingStones #GGGGGGG,0,nice leather pant ronni #rollingston #ggggggg
Forever togethor... #me #ballet #friends #holiday #vacation #00.00 #iPod #hora #din #moldova #musicâ¦ http://t.co/pxy9g98pog,0,forev togethor #me #ballet #friend #holiday #vacat #ipod #hora #din #moldova #music http co pxi pog
#Glastonbury Must-Have-  Shop Now! #StyleStalker #Gold #Sequin Trousers for a Unique Alternative #Festival Image http://t.co/SbnLlG8LWi,0,#glastonburi must have shop now #stylestalk #gold #sequin trouser uniqu altern #festiv imag http co sbnllg lwi
my boss got free five guys for bringing in menus that I MADE! #luckyass #jealous,1,bo got free five guy bring menu made #luckyass #jealou
@GlastoFest Glastonbary festival streaming all stages on 5 channels from England http://t.co/T6mQzQ3atg #rollingstones #freemusic,0,glastonbari festiv stream stage channel england http co mqzq atg #rollingston #freemus
Glasgow today with @Kirstinbell23 #lunch #munch #goodtimes,0,glasgow today #lunch #munch #goodtim
#TGT #Tyrese #Ginuwine #Tank #KP #LadiesNight #Fresno #Goodtimes #picstitch http://t.co/YGSl0R1Tuk,1,#tgt #tyres #ginuwin #tank #kp #ladiesnight #fresno #goodtim #picstitch http co ygsl tuk
http://t.co/1DjqPETpZH #glasto #wishitwaslikethiseveryyear,1,http co djqpetpzh #glasto #wishitwaslikethiseveryyear
So the debate is running....who has been best at Glastonbury so far??My vote goes to Bastille #amazinglive,0,So debat run best glastonburi far My vote go bastil #amazingl
#Britaingoesmental #Glastonbury #skinnyOAP_Bop #60''sRebelturnedestablishment #Howeciting...not really :P,0,#britaingoesment #glastonburi #skinnyoap bop ''srebelturnedestablish #howecit not realli
Just watched five seconds of #Glasto. TRS are everything I despise about ageing rock stars. Mick looks like he''s about to die. #retireplease,1,just watch five second #glasto tr everyth despis age rock star mick look like he'' die #retirepleas
The #PascoeBros are #Skanking like old school #Yard Man to @chaseandstatus. #glastonbury #MajorVibes,0,the #pascoebro #skank like old school #yard man #glastonburi #majorvib
#bbcglasto just realised that #thevaccines sing #wetsuit #werehaveibeen,0,#bbcglasto realis #thevaccin sing #wetsuit #werehaveibeen
